date,country,continent,new_cases,new_deaths,new_recovered,total_cases,total_deaths,total_recovered,active_cases,cfr,vaccination_pct
2021-07-01,Germany,Europe,297,1,278,28276,126,25596,2554,0.4456,27.29
2021-07-02,Germany,Europe,190,1,168,28466,127,25764,2575,0.4461,27.35
2021-07-03,Germany,Europe,234,0,219,28700,127,25983,2590,0.4425,25.96
2021-07-04,Germany,Europe,246,1,226,28946,128,26209,2609,0.4422,26.33
2021-07-05,Germany,Europe,275,1,254,29221,129,26463,2629,0.4415,27.77
2021-07-06,Germany,Europe,329,1,303,29550,130,26766,2654,0.4399,26.72
2021-07-07,Germany,Europe,120,0,105,29670,130,26871,2669,0.4382,28.12
2021-07-08,Germany,Europe,189,1,172,29859,131,27043,2685,0.4387,27.05
2021-07-09,Germany,Europe,109,0,99,29968,131,27142,2695,0.4371,26.95
2021-07-10,Germany,Europe,271,1,249,30239,132,27391,2716,0.4365,28.21
2021-07-11,Germany,Europe,246,2,224,30485,134,27615,2736,0.4396,28.61
2021-07-12,Germany,Europe,322,1,288,30807,135,27903,2769,0.4382,28.04
2021-07-13,Germany,Europe,358,2,330,31165,137,28233,2795,0.4396,27.43
2021-07-14,Germany,Europe,153,0,144,31318,137,28377,2804,0.4374,28.77
2021-07-15,Germany,Europe,284,1,253,31602,138,28630,2834,0.4367,27.7
2021-07-16,Germany,Europe,423,4,377,32025,142,29007,2876,0.4434,29.09
2021-07-17,Germany,Europe,424,1,381,32449,143,29388,2918,0.4407,29.28
2021-07-18,Germany,Europe,264,1,237,32713,144,29625,2944,0.4402,27.88
2021-07-19,Germany,Europe,228,1,207,32941,145,29832,2964,0.4402,28.71
2021-07-20,Germany,Europe,221,1,206,33162,146,30038,2978,0.4403,29.29
2021-07-21,Germany,Europe,257,1,240,33419,147,30278,2994,0.4399,29.31
2021-07-22,Germany,Europe,246,2,220,33665,149,30498,3018,0.4426,28.87
2021-07-23,Germany,Europe,234,1,206,33899,150,30704,3045,0.4425,29.51
2021-07-24,Germany,Europe,192,1,180,34091,151,30884,3056,0.4429,28.74
2021-07-25,Germany,Europe,302,1,280,34393,152,31164,3077,0.442,29.75
2021-07-26,Germany,Europe,414,4,380,34807,156,31544,3107,0.4482,28.98
2021-07-27,Germany,Europe,243,1,216,35050,157,31760,3133,0.4479,28.6
2021-07-28,Germany,Europe,214,1,201,35264,158,31961,3145,0.448,28.77
2021-07-29,Germany,Europe,457,4,433,35721,162,32394,3165,0.4535,29.64
2021-07-30,Germany,Europe,261,2,230,35982,164,32624,3194,0.4558,30.41
2021-07-31,Germany,Europe,201,1,178,36183,165,32802,3216,0.456,30.78
2021-08-01,Germany,Europe,374,2,345,36557,167,33147,3243,0.4568,29.48
2021-08-02,Germany,Europe,235,1,214,36792,168,33361,3263,0.4566,29.63
2021-08-03,Germany,Europe,262,2,237,37054,170,33598,3286,0.4588,29.77
2021-08-04,Germany,Europe,385,3,351,37439,173,33949,3317,0.4621,30.57
2021-08-05,Germany,Europe,176,0,166,37615,173,34115,3327,0.4599,31.5
2021-08-06,Germany,Europe,612,6,581,38227,179,34696,3352,0.4683,31.48
2021-08-07,Germany,Europe,385,1,364,38612,180,35060,3372,0.4662,31.11
2021-08-08,Germany,Europe,284,1,259,38896,181,35319,3396,0.4653,30.29
2021-08-09,Germany,Europe,477,3,448,39373,184,35767,3422,0.4673,30.2
2021-08-10,Germany,Europe,298,3,280,39671,187,36047,3437,0.4714,30.3
2021-08-11,Germany,Europe,302,2,279,39973,189,36326,3458,0.4728,31.9
2021-08-12,Germany,Europe,354,1,317,40327,190,36643,3494,0.4711,31.27
2021-08-13,Germany,Europe,329,2,310,40656,192,36953,3511,0.4723,31.72
2021-08-14,Germany,Europe,320,2,303,40976,194,37256,3526,0.4734,31.92
2021-08-15,Germany,Europe,282,2,262,41258,196,37518,3544,0.4751,32.38
2021-08-16,Germany,Europe,226,2,210,41484,198,37728,3558,0.4773,32.44
2021-08-17,Germany,Europe,408,4,381,41892,202,38109,3581,0.4822,32.74
2021-08-18,Germany,Europe,756,4,709,42648,206,38818,3624,0.483,32.72
2021-08-19,Germany,Europe,329,3,312,42977,209,39130,3638,0.4863,31.84
2021-08-20,Germany,Europe,376,2,335,43353,211,39465,3677,0.4867,33.23
2021-08-21,Germany,Europe,556,4,521,43909,215,39986,3708,0.4896,32.65
2021-08-22,Germany,Europe,277,1,262,44186,216,40248,3722,0.4888,31.69
2021-08-23,Germany,Europe,239,2,226,44425,218,40474,3733,0.4907,33.79
2021-08-24,Germany,Europe,396,2,349,44821,220,40823,3778,0.4908,32.37
2021-08-25,Germany,Europe,334,3,294,45155,223,41117,3815,0.4939,33.13
2021-08-26,Germany,Europe,316,1,297,45471,224,41414,3833,0.4926,33.34
2021-08-27,Germany,Europe,297,3,275,45768,227,41689,3852,0.496,34.22
2021-08-28,Germany,Europe,658,5,601,46426,232,42290,3904,0.4997,34.09
2021-08-29,Germany,Europe,349,2,326,46775,234,42616,3925,0.5003,34.09
2021-08-30,Germany,Europe,390,2,359,47165,236,42975,3954,0.5004,33.99
2021-08-31,Germany,Europe,237,2,209,47402,238,43184,3980,0.5021,32.94
2021-09-01,Germany,Europe,313,3,293,47715,241,43477,3997,0.5051,34.35
2021-09-02,Germany,Europe,262,2,236,47977,243,43713,4021,0.5065,33.18
2021-09-03,Germany,Europe,430,2,389,48407,245,44102,4060,0.5061,35.04
2021-09-04,Germany,Europe,446,1,416,48853,246,44518,4089,0.5036,33.86
2021-09-05,Germany,Europe,462,4,423,49315,250,44941,4124,0.5069,34.91
2021-09-06,Germany,Europe,241,1,216,49556,251,45157,4148,0.5065,34.95
2021-09-07,Germany,Europe,298,3,273,49854,254,45430,4170,0.5095,35.34
2021-09-08,Germany,Europe,316,3,287,50170,257,45717,4196,0.5123,34.74
2021-09-09,Germany,Europe,208,2,194,50378,259,45911,4208,0.5141,34.09
2021-09-10,Germany,Europe,160,1,151,50538,260,46062,4216,0.5145,35.15
2021-09-11,Germany,Europe,372,2,337,50910,262,46399,4249,0.5146,35.53
2021-09-12,Germany,Europe,374,2,344,51284,264,46743,4277,0.5148,35.63
2021-09-13,Germany,Europe,239,1,215,51523,265,46958,4300,0.5143,35.34
2021-09-14,Germany,Europe,385,2,354,51908,267,47312,4329,0.5144,34.55
2021-09-15,Germany,Europe,145,1,131,52053,268,47443,4342,0.5149,35.13
2021-09-16,Germany,Europe,302,3,269,52355,271,47712,4372,0.5176,36.04
2021-09-17,Germany,Europe,289,2,256,52644,273,47968,4403,0.5186,35.79
2021-09-18,Germany,Europe,356,2,313,53000,275,48281,4444,0.5189,35.81
2021-09-19,Germany,Europe,428,4,379,53428,279,48660,4489,0.5222,35.69
2021-09-20,Germany,Europe,194,1,176,53622,280,48836,4506,0.5222,36.71
2021-09-21,Germany,Europe,234,2,220,53856,282,49056,4518,0.5236,36.31
2021-09-22,Germany,Europe,259,2,230,54115,284,49286,4545,0.5248,35.84
2021-09-23,Germany,Europe,230,2,210,54345,286,49496,4563,0.5263,35.9
2021-09-24,Germany,Europe,162,0,146,54507,286,49642,4579,0.5247,36.89
2021-09-25,Germany,Europe,135,1,121,54642,287,49763,4592,0.5252,35.92
2021-09-26,Germany,Europe,174,0,156,54816,287,49919,4610,0.5236,36.06
2021-09-27,Germany,Europe,342,3,315,55158,290,50234,4634,0.5258,37.71
2021-09-28,Germany,Europe,192,1,180,55350,291,50414,4645,0.5257,36.92
2021-09-29,Germany,Europe,144,0,136,55494,291,50550,4653,0.5244,36.52
2021-09-30,Germany,Europe,138,0,124,55632,291,50674,4667,0.5231,36.51
2021-10-01,Germany,Europe,154,0,136,55786,291,50810,4685,0.5216,37.77
2021-10-02,Germany,Europe,107,1,95,55893,292,50905,4696,0.5224,37.16
2021-10-03,Germany,Europe,73,0,69,55966,292,50974,4700,0.5217,38.35
2021-10-04,Germany,Europe,119,0,108,56085,292,51082,4711,0.5206,37.32
2021-10-05,Germany,Europe,196,0,178,56281,292,51260,4729,0.5188,38.22
2021-10-06,Germany,Europe,84,0,76,56365,292,51336,4737,0.5181,37.08
2021-10-07,Germany,Europe,114,1,106,56479,293,51442,4744,0.5188,38.3
2021-10-08,Germany,Europe,110,0,104,56589,293,51546,4750,0.5178,38.5
2021-10-09,Germany,Europe,146,1,128,56735,294,51674,4767,0.5182,37.88
2021-10-10,Germany,Europe,142,1,133,56877,295,51807,4775,0.5187,38.93
2021-10-11,Germany,Europe,57,0,53,56934,295,51860,4779,0.5181,38.89
2021-10-12,Germany,Europe,68,0,64,57002,295,51924,4783,0.5175,38.9
2021-10-13,Germany,Europe,77,0,72,57079,295,51996,4788,0.5168,38.02
2021-10-14,Germany,Europe,110,0,100,57189,295,52096,4798,0.5158,39.54
2021-10-15,Germany,Europe,67,0,61,57256,295,52157,4804,0.5152,38.37
2021-10-16,Germany,Europe,69,0,65,57325,295,52222,4808,0.5146,38.67
2021-10-17,Germany,Europe,56,0,52,57381,295,52274,4812,0.5141,39.59
2021-10-18,Germany,Europe,141,0,132,57522,295,52406,4821,0.5128,39.41
2021-10-19,Germany,Europe,78,0,69,57600,295,52475,4830,0.5122,40.13
2021-10-20,Germany,Europe,96,0,86,57696,295,52561,4840,0.5113,39.0
2021-10-21,Germany,Europe,67,0,63,57763,295,52624,4844,0.5107,39.62
2021-10-22,Germany,Europe,65,0,57,57828,295,52681,4852,0.5101,40.18
2021-10-23,Germany,Europe,79,0,72,57907,295,52753,4859,0.5094,40.67
2021-10-24,Germany,Europe,67,0,61,57974,295,52814,4865,0.5088,39.39
2021-10-25,Germany,Europe,46,0,42,58020,295,52856,4869,0.5084,40.86
2021-10-26,Germany,Europe,52,0,46,58072,295,52902,4875,0.508,40.95
2021-10-27,Germany,Europe,98,0,87,58170,295,52989,4886,0.5071,39.93
2021-10-28,Germany,Europe,68,0,61,58238,295,53050,4893,0.5065,40.67
2021-10-29,Germany,Europe,76,0,67,58314,295,53117,4902,0.5059,40.93
2021-10-30,Germany,Europe,77,0,73,58391,295,53190,4906,0.5052,40.68
2021-10-31,Germany,Europe,50,0,46,58441,295,53236,4910,0.5048,40.19
2021-11-01,Germany,Europe,67,0,59,58508,295,53295,4918,0.5042,40.94
2021-11-02,Germany,Europe,40,0,36,58548,295,53331,4922,0.5039,41.91
2021-11-03,Germany,Europe,57,0,53,58605,295,53384,4926,0.5034,41.49
2021-11-04,Germany,Europe,61,0,54,58666,295,53438,4933,0.5028,40.93
2021-11-05,Germany,Europe,38,0,35,58704,295,53473,4936,0.5025,41.99
2021-11-06,Germany,Europe,33,0,30,58737,295,53503,4939,0.5022,41.61
2021-11-07,Germany,Europe,40,0,35,58777,295,53538,4944,0.5019,41.19
2021-11-08,Germany,Europe,27,0,25,58804,295,53563,4946,0.5017,42.1
2021-11-09,Germany,Europe,34,0,31,58838,295,53594,4949,0.5014,43.06
2021-11-10,Germany,Europe,27,0,24,58865,295,53618,4952,0.5011,42.66
2021-11-11,Germany,Europe,40,0,36,58905,295,53654,4956,0.5008,42.77
2021-11-12,Germany,Europe,49,0,44,58954,295,53698,4961,0.5004,43.47
2021-11-13,Germany,Europe,33,0,29,58987,295,53727,4965,0.5001,42.4
2021-11-14,Germany,Europe,55,0,48,59042,295,53775,4972,0.4996,42.1
2021-11-15,Germany,Europe,117,1,110,59159,296,53885,4978,0.5003,43.23
2021-11-16,Germany,Europe,105,0,95,59264,296,53980,4988,0.4995,43.39
2021-11-17,Germany,Europe,125,0,110,59389,296,54090,5003,0.4984,44.03
2021-11-18,Germany,Europe,62,0,58,59451,296,54148,5007,0.4979,42.43
2021-11-19,Germany,Europe,85,0,77,59536,296,54225,5015,0.4972,43.18
2021-11-20,Germany,Europe,60,0,53,59596,296,54278,5022,0.4967,42.57
2021-11-21,Germany,Europe,90,0,83,59686,296,54361,5029,0.4959,43.01
2021-11-22,Germany,Europe,95,0,87,59781,296,54448,5037,0.4951,44.09
2021-11-23,Germany,Europe,82,0,74,59863,296,54522,5045,0.4945,44.08
2021-11-24,Germany,Europe,57,0,52,59920,296,54574,5050,0.494,43.11
2021-11-25,Germany,Europe,62,0,55,59982,296,54629,5057,0.4935,43.32
2021-11-26,Germany,Europe,52,0,46,60034,296,54675,5063,0.4931,43.25
2021-11-27,Germany,Europe,52,0,49,60086,296,54724,5066,0.4926,43.74
2021-11-28,Germany,Europe,30,0,27,60116,296,54751,5069,0.4924,43.98
2021-11-29,Germany,Europe,55,0,48,60171,296,54799,5076,0.4919,43.67
2021-11-30,Germany,Europe,60,0,54,60231,296,54853,5082,0.4914,44.67
2021-12-01,Germany,Europe,67,0,60,60298,296,54913,5089,0.4909,44.8
2021-12-02,Germany,Europe,82,0,74,60380,296,54987,5097,0.4902,44.75
2021-12-03,Germany,Europe,47,0,43,60427,296,55030,5101,0.4898,44.95
2021-12-04,Germany,Europe,47,0,43,60474,296,55073,5105,0.4895,46.1
2021-12-05,Germany,Europe,52,0,49,60526,296,55122,5108,0.489,44.6
2021-12-06,Germany,Europe,42,0,38,60568,296,55160,5112,0.4887,44.82
2021-12-07,Germany,Europe,32,0,29,60600,296,55189,5115,0.4884,45.15
2021-12-08,Germany,Europe,35,0,31,60635,296,55220,5119,0.4882,45.43
2021-12-09,Germany,Europe,45,0,42,60680,296,55262,5122,0.4878,45.49
2021-12-10,Germany,Europe,40,0,36,60720,296,55298,5126,0.4875,45.53
2021-12-11,Germany,Europe,65,0,57,60785,296,55355,5134,0.487,46.24
2021-12-12,Germany,Europe,67,0,59,60852,296,55414,5142,0.4864,46.91
2021-12-13,Germany,Europe,55,0,48,60907,296,55462,5149,0.486,46.26
2021-12-14,Germany,Europe,27,0,25,60934,296,55487,5151,0.4858,46.86
2021-12-15,Germany,Europe,32,0,30,60966,296,55517,5153,0.4855,46.17
2021-12-16,Germany,Europe,70,0,65,61036,296,55582,5158,0.485,46.85
2021-12-17,Germany,Europe,27,0,24,61063,296,55606,5161,0.4847,46.7
2021-12-18,Germany,Europe,27,0,24,61090,296,55630,5164,0.4845,47.39
2021-12-19,Germany,Europe,37,0,33,61127,296,55663,5168,0.4842,47.57
2021-12-20,Germany,Europe,12,0,10,61139,296,55673,5170,0.4841,47.01
2021-12-21,Germany,Europe,30,0,26,61169,296,55699,5174,0.4839,46.85
2021-12-22,Germany,Europe,30,0,26,61199,296,55725,5178,0.4837,47.41
2021-12-23,Germany,Europe,32,0,28,61231,296,55753,5182,0.4834,46.76
2021-12-24,Germany,Europe,12,0,11,61243,296,55764,5183,0.4833,48.54
2021-12-25,Germany,Europe,30,0,28,61273,296,55792,5185,0.4831,48.4
2021-12-26,Germany,Europe,27,0,23,61300,296,55815,5189,0.4829,46.82
2021-12-27,Germany,Europe,27,0,24,61327,296,55839,5192,0.4827,47.4
2021-12-28,Germany,Europe,27,0,25,61354,296,55864,5194,0.4824,47.06
2021-12-29,Germany,Europe,20,0,18,61374,296,55882,5196,0.4823,48.59
2021-12-30,Germany,Europe,27,0,25,61401,296,55907,5198,0.4821,48.83
2021-12-31,Germany,Europe,27,0,24,61428,296,55931,5201,0.4819,48.49
2022-01-01,Germany,Europe,37,0,32,61465,296,55963,5206,0.4816,48.23
2022-01-02,Germany,Europe,40,0,35,61505,296,55998,5211,0.4813,47.99
2022-01-03,Germany,Europe,22,0,19,61527,296,56017,5214,0.4811,49.65
2022-01-04,Germany,Europe,17,0,15,61544,296,56032,5216,0.481,48.23
2022-01-05,Germany,Europe,30,0,27,61574,296,56059,5219,0.4807,49.15
2022-01-06,Germany,Europe,50,0,44,61624,296,56103,5225,0.4803,48.15
2022-01-07,Germany,Europe,20,0,18,61644,296,56121,5227,0.4802,48.78
2022-01-08,Germany,Europe,25,0,23,61669,296,56144,5229,0.48,48.99
2022-01-09,Germany,Europe,22,0,19,61691,296,56163,5232,0.4798,48.66
2022-01-10,Germany,Europe,22,0,19,61713,296,56182,5235,0.4796,50.01
2022-01-11,Germany,Europe,25,0,22,61738,296,56204,5238,0.4794,50.14
2022-01-12,Germany,Europe,25,0,22,61763,296,56226,5241,0.4793,50.52
2022-01-13,Germany,Europe,15,0,14,61778,296,56240,5242,0.4791,49.64
2022-01-14,Germany,Europe,17,0,15,61795,296,56255,5244,0.479,50.55
2022-01-15,Germany,Europe,22,0,19,61817,296,56274,5247,0.4788,51.02
2022-01-16,Germany,Europe,17,0,15,61834,296,56289,5249,0.4787,50.83
2022-01-17,Germany,Europe,27,0,24,61861,296,56313,5252,0.4785,50.87
2022-01-18,Germany,Europe,17,0,15,61878,296,56328,5254,0.4784,49.9
2022-01-19,Germany,Europe,22,0,20,61900,296,56348,5256,0.4782,50.55
2022-01-20,Germany,Europe,17,0,15,61917,296,56363,5258,0.4781,50.13
2022-01-21,Germany,Europe,10,0,9,61927,296,56372,5259,0.478,51.13
2022-01-22,Germany,Europe,15,0,13,61942,296,56385,5261,0.4779,52.03
2022-01-23,Germany,Europe,25,0,22,61967,296,56407,5264,0.4777,51.2
2022-01-24,Germany,Europe,25,0,23,61992,296,56430,5266,0.4775,52.09
2022-01-25,Germany,Europe,17,0,15,62009,296,56445,5268,0.4774,51.04
2022-01-26,Germany,Europe,30,0,27,62039,296,56472,5271,0.4771,52.26
2022-01-27,Germany,Europe,27,0,24,62066,296,56496,5274,0.4769,50.82
2022-01-28,Germany,Europe,25,0,23,62091,296,56519,5276,0.4767,51.7
2022-01-29,Germany,Europe,20,0,18,62111,296,56537,5278,0.4766,51.73
2022-01-30,Germany,Europe,30,0,26,62141,296,56563,5282,0.4763,52.9
2022-01-31,Germany,Europe,37,0,33,62178,296,56596,5286,0.4761,52.92
2022-02-01,Germany,Europe,27,0,23,62205,296,56619,5290,0.4758,51.85
2022-02-02,Germany,Europe,15,0,13,62220,296,56632,5292,0.4757,52.05
2022-02-03,Germany,Europe,22,0,20,62242,296,56652,5294,0.4756,52.96
2022-02-04,Germany,Europe,17,0,14,62259,296,56666,5297,0.4754,51.87
2022-02-05,Germany,Europe,32,0,28,62291,296,56694,5301,0.4752,53.52
2022-02-06,Germany,Europe,15,0,13,62306,296,56707,5303,0.4751,52.49
2022-02-07,Germany,Europe,30,0,27,62336,296,56734,5306,0.4748,52.73
2022-02-08,Germany,Europe,25,0,22,62361,296,56756,5309,0.4747,53.53
2022-02-09,Germany,Europe,25,0,22,62386,296,56778,5312,0.4745,53.83
2022-02-10,Germany,Europe,17,0,15,62403,296,56793,5314,0.4743,52.72
2022-02-11,Germany,Europe,32,0,29,62435,296,56822,5317,0.4741,53.02
2022-02-12,Germany,Europe,20,0,18,62455,296,56840,5319,0.4739,52.65
2022-02-13,Germany,Europe,25,0,23,62480,296,56863,5321,0.4738,53.53
2022-02-14,Germany,Europe,25,0,23,62505,296,56886,5323,0.4736,53.68
2022-02-15,Germany,Europe,27,0,25,62532,296,56911,5325,0.4734,54.47
2022-02-16,Germany,Europe,30,0,27,62562,296,56938,5328,0.4731,53.87
2022-02-17,Germany,Europe,42,0,38,62604,296,56976,5332,0.4728,53.47
2022-02-18,Germany,Europe,60,0,54,62664,296,57030,5338,0.4724,53.61
2022-02-19,Germany,Europe,30,0,28,62694,296,57058,5340,0.4721,54.23
2022-02-20,Germany,Europe,35,0,32,62729,296,57090,5343,0.4719,53.69
2022-02-21,Germany,Europe,65,0,58,62794,296,57148,5350,0.4714,53.77
2022-02-22,Germany,Europe,30,0,27,62824,296,57175,5353,0.4712,55.22
2022-02-23,Germany,Europe,150,0,138,62974,296,57313,5365,0.47,55.03
2022-02-24,Germany,Europe,70,0,62,63044,296,57375,5373,0.4695,55.81
2022-02-25,Germany,Europe,25,0,22,63069,296,57397,5376,0.4693,54.7
2022-02-26,Germany,Europe,30,0,28,63099,296,57425,5378,0.4691,55.54
2022-02-27,Germany,Europe,47,0,44,63146,296,57469,5381,0.4688,56.02
2022-02-28,Germany,Europe,80,0,73,63226,296,57542,5388,0.4682,55.14
2022-03-01,Germany,Europe,45,0,39,63271,296,57581,5394,0.4678,55.31
2022-03-02,Germany,Europe,50,0,45,63321,296,57626,5399,0.4675,55.93
2022-03-03,Germany,Europe,50,0,46,63371,296,57672,5403,0.4671,54.98
2022-03-04,Germany,Europe,67,0,59,63438,296,57731,5411,0.4666,56.62
2022-03-05,Germany,Europe,35,0,30,63473,296,57761,5416,0.4663,55.23
2022-03-06,Germany,Europe,42,0,37,63515,296,57798,5421,0.466,56.81
2022-03-07,Germany,Europe,45,0,41,63560,296,57839,5425,0.4657,56.7
2022-03-08,Germany,Europe,77,0,68,63637,296,57907,5434,0.4651,56.43
2022-03-09,Germany,Europe,95,0,84,63732,296,57991,5445,0.4644,55.67
2022-03-10,Germany,Europe,72,0,64,63804,296,58055,5453,0.4639,56.6
2022-03-11,Germany,Europe,40,0,35,63844,296,58090,5458,0.4636,56.4
2022-03-12,Germany,Europe,75,0,70,63919,296,58160,5463,0.4631,56.65
2022-03-13,Germany,Europe,67,0,61,63986,296,58221,5469,0.4626,57.65
2022-03-14,Germany,Europe,95,0,84,64081,296,58305,5480,0.4619,56.25
2022-03-15,Germany,Europe,65,0,58,64146,296,58363,5487,0.4614,56.54
2022-03-16,Germany,Europe,52,0,48,64198,296,58411,5491,0.4611,58.22
2022-03-17,Germany,Europe,60,0,54,64258,296,58465,5497,0.4606,56.99
2022-03-18,Germany,Europe,60,0,52,64318,296,58517,5505,0.4602,56.74
2022-03-19,Germany,Europe,62,0,57,64380,296,58574,5510,0.4598,58.09
2022-03-20,Germany,Europe,110,0,97,64490,296,58671,5523,0.459,58.47
2022-03-21,Germany,Europe,67,0,59,64557,296,58730,5531,0.4585,57.78
2022-03-22,Germany,Europe,57,0,51,64614,296,58781,5537,0.4581,58.69
2022-03-23,Germany,Europe,82,0,75,64696,296,58856,5544,0.4575,57.62
2022-03-24,Germany,Europe,67,0,60,64763,296,58916,5551,0.4571,58.87
2022-03-25,Germany,Europe,60,0,56,64823,296,58972,5555,0.4566,59.43
2022-03-26,Germany,Europe,105,0,98,64928,296,59070,5562,0.4559,58.9
2022-03-27,Germany,Europe,80,0,71,65008,296,59141,5571,0.4553,57.86
2022-03-28,Germany,Europe,100,0,90,65108,296,59231,5581,0.4546,59.49
2022-03-29,Germany,Europe,95,0,85,65203,296,59316,5591,0.454,57.99
2022-03-30,Germany,Europe,82,0,76,65285,296,59392,5597,0.4534,59.96
2022-03-31,Germany,Europe,127,0,117,65412,296,59509,5607,0.4525,58.69
2022-04-01,Germany,Europe,25,0,22,65437,296,59531,5610,0.4523,59.99
2022-04-02,Germany,Europe,43,0,40,65480,296,59571,5613,0.452,59.11
2022-04-03,Germany,Europe,78,0,73,65558,296,59644,5618,0.4515,59.71
2022-04-04,Germany,Europe,31,0,29,65589,296,59673,5620,0.4513,60.41
2022-04-05,Germany,Europe,55,0,48,65644,296,59721,5627,0.4509,59.99
2022-04-06,Germany,Europe,44,0,40,65688,296,59761,5631,0.4506,59.58
2022-04-07,Germany,Europe,64,0,60,65752,296,59821,5635,0.4502,60.61
2022-04-08,Germany,Europe,41,0,36,65793,296,59857,5640,0.4499,59.83
2022-04-09,Germany,Europe,50,0,44,65843,296,59901,5646,0.4496,59.72
2022-04-10,Germany,Europe,44,0,41,65887,296,59942,5649,0.4493,59.91
2022-04-11,Germany,Europe,68,0,63,65955,296,60005,5654,0.4488,60.56
2022-04-12,Germany,Europe,44,0,39,65999,296,60044,5659,0.4485,59.95
2022-04-13,Germany,Europe,54,0,47,66053,296,60091,5666,0.4481,61.45
2022-04-14,Germany,Europe,86,0,79,66139,296,60170,5673,0.4475,59.96
2022-04-15,Germany,Europe,79,0,70,66218,296,60240,5682,0.447,61.08
2022-04-16,Germany,Europe,64,0,57,66282,296,60297,5689,0.4466,60.62
2022-04-17,Germany,Europe,63,0,59,66345,296,60356,5693,0.4462,61.46
2022-04-18,Germany,Europe,70,0,63,66415,296,60419,5700,0.4457,62.16
2022-04-19,Germany,Europe,41,0,38,66456,296,60457,5703,0.4454,61.67
2022-04-20,Germany,Europe,39,0,34,66495,296,60491,5708,0.4451,61.9
2022-04-21,Germany,Europe,44,0,39,66539,296,60530,5713,0.4449,62.24
2022-04-22,Germany,Europe,79,0,72,66618,296,60602,5720,0.4443,62.78
2022-04-23,Germany,Europe,44,0,40,66662,296,60642,5724,0.444,61.73
2022-04-24,Germany,Europe,53,0,50,66715,296,60692,5727,0.4437,62.14
2022-04-25,Germany,Europe,42,0,38,66757,296,60730,5731,0.4434,63.06
2022-04-26,Germany,Europe,38,0,34,66795,296,60764,5735,0.4431,62.97
2022-04-27,Germany,Europe,35,0,31,66830,296,60795,5739,0.4429,62.09
2022-04-28,Germany,Europe,49,0,43,66879,296,60838,5745,0.4426,63.08
2022-04-29,Germany,Europe,58,0,52,66937,296,60890,5751,0.4422,61.9
2022-04-30,Germany,Europe,72,0,67,67009,296,60957,5756,0.4417,62.68
2022-05-01,Germany,Europe,96,0,90,67105,296,61047,5762,0.4411,62.54
2022-05-02,Germany,Europe,32,0,29,67137,296,61076,5765,0.4409,62.64
2022-05-03,Germany,Europe,44,0,39,67181,296,61115,5770,0.4406,64.0
2022-05-04,Germany,Europe,39,0,36,67220,296,61151,5773,0.4403,62.37
2022-05-05,Germany,Europe,73,0,66,67293,296,61217,5780,0.4399,62.64
2022-05-06,Germany,Europe,52,0,48,67345,296,61265,5784,0.4395,63.77
2022-05-07,Germany,Europe,47,0,43,67392,296,61308,5788,0.4392,63.48
2022-05-08,Germany,Europe,89,0,84,67481,296,61392,5793,0.4386,63.91
2022-05-09,Germany,Europe,49,0,45,67530,296,61437,5797,0.4383,64.1
2022-05-10,Germany,Europe,101,0,93,67631,296,61530,5805,0.4377,63.42
2022-05-11,Germany,Europe,55,0,51,67686,296,61581,5809,0.4373,64.31
2022-05-12,Germany,Europe,76,0,71,67762,296,61652,5814,0.4368,64.31
2022-05-13,Germany,Europe,52,0,45,67814,296,61697,5821,0.4365,65.19
2022-05-14,Germany,Europe,62,0,56,67876,296,61753,5827,0.4361,65.17
2022-05-15,Germany,Europe,99,0,92,67975,296,61845,5834,0.4355,63.93
2022-05-16,Germany,Europe,99,0,88,68074,296,61933,5845,0.4348,64.26
2022-05-17,Germany,Europe,84,0,77,68158,296,62010,5852,0.4343,64.02
2022-05-18,Germany,Europe,44,0,40,68202,296,62050,5856,0.434,65.8
2022-05-19,Germany,Europe,95,0,87,68297,296,62137,5864,0.4334,64.37
2022-05-20,Germany,Europe,90,0,81,68387,296,62218,5873,0.4328,65.09
2022-05-21,Germany,Europe,46,0,40,68433,296,62258,5879,0.4325,66.28
2022-05-22,Germany,Europe,66,0,59,68499,296,62317,5886,0.4321,66.22
2022-05-23,Germany,Europe,46,0,40,68545,296,62357,5892,0.4318,64.96
2022-05-24,Germany,Europe,64,0,58,68609,296,62415,5898,0.4314,66.29
2022-05-25,Germany,Europe,112,0,101,68721,296,62516,5909,0.4307,66.49
2022-05-26,Germany,Europe,102,0,95,68823,296,62611,5916,0.4301,65.89
2022-05-27,Germany,Europe,57,0,53,68880,296,62664,5920,0.4297,66.61
2022-05-28,Germany,Europe,88,0,83,68968,296,62747,5925,0.4292,65.33
2022-05-29,Germany,Europe,71,0,67,69039,296,62814,5929,0.4287,66.09
2022-05-30,Germany,Europe,56,0,51,69095,296,62865,5934,0.4284,65.98
2022-05-31,Germany,Europe,60,0,54,69155,296,62919,5940,0.428,66.37
2022-06-01,Germany,Europe,30,0,27,69185,296,62946,5943,0.4278,66.01
2022-06-02,Germany,Europe,58,0,53,69243,296,62999,5948,0.4275,67.75
2022-06-03,Germany,Europe,56,0,51,69299,296,63050,5953,0.4271,66.7
2022-06-04,Germany,Europe,86,0,78,69385,296,63128,5961,0.4266,66.58
2022-06-05,Germany,Europe,67,0,59,69452,296,63187,5969,0.4262,67.65
